experiment,model,dataset,variant,first,second,abs_diff,threshold
"seed: 42 vs 43, same CPU",desc,tox21,seed1,0.8263486767723505,0.8205732510297072,0.005775425742643225,0.02
"seed: 42 vs 43, same CPU",desc,tox21,seed2,0.8149321316648585,0.7947227805888405,0.020209351076017956,0.02
"seed: 42 vs 43, same CPU",desc,tox21,seed3,0.8134710130613786,0.8359659557619495,0.022494942700570952,0.02
"seed: 42 vs 43, same CPU",desc,tox21,seed4,0.846583414531468,0.8394847043251589,0.0070987102063091445,0.02
"seed: 42 vs 43, same CPU",desc,bbbp,deepchem,0.7150977936217362,0.7510357452548415,0.035937951633105314,0.02
"seed: 42 vs 43, same CPU",desc,bbbp,seed0,0.8792204568023835,0.8772343594836147,0.0019860973187687536,0.02
"seed: 42 vs 43, same CPU",desc,bbbp,seed1,0.8909523809523809,0.8966666666666667,0.005714285714285783,0.02
"seed: 42 vs 43, same CPU",desc,bbbp,seed2,0.9036400882445634,0.8910337220296249,0.012606366214938491,0.02
"seed: 42 vs 43, same CPU",desc,bbbp,seed3,0.9116390145801913,0.9331322272498744,0.02149321266968318,0.02
"seed: 42 vs 43, same CPU",desc,bbbp,seed4,0.9499707858603564,0.9457347356120362,0.004236050248320189,0.02
"seed: 42 vs 43, same CPU",desc,clintox,deepchem,0.8672740068814514,0.835957321099642,0.03131668578180935,0.02
"seed: 42 vs 43, same CPU",desc,clintox,seed0,0.9194099378881988,0.9164272774327122,0.0029826604554865632,0.02
"seed: 42 vs 43, same CPU",desc,clintox,seed1,0.797463768115942,0.7898550724637681,0.007608695652173925,0.02
"seed: 42 vs 43, same CPU",desc,clintox,seed2,0.9670138888888888,0.9661458333333334,0.0008680555555554692,0.02
"seed: 42 vs 43, same CPU",desc,clintox,seed3,0.8282051282051281,0.7743589743589744,0.053846153846153766,0.02
"seed: 42 vs 43, same CPU",desc,clintox,seed4,0.6932139116447836,0.7136530692402648,0.020439157595481205,0.02
"seed: 42 vs 43, same CPU",desc,bace,deepchem,0.8259057971014492,0.8010869565217392,0.024818840579709955,0.02
"seed: 42 vs 43, same CPU",desc,bace,seed0,0.7999825388510564,0.7884581805482801,0.011524358302776316,0.02
"seed: 42 vs 43, same CPU",desc,bace,seed1,0.8742482230727173,0.8826316748678695,0.008383451795152208,0.02
"seed: 42 vs 43, same CPU",desc,bace,seed2,0.8906823184152605,0.9187454145267792,0.028063096111518693,0.02
"seed: 42 vs 43, same CPU",desc,bace,seed3,0.8972294372294373,0.906060606060606,0.008831168831168745,0.02
"seed: 42 vs 43, same CPU",desc,bace,seed4,0.7795670995670996,0.7658874458874458,0.013679653679653736,0.02
"seed: 42 vs 43, same CPU",desc,sider,deepchem,0.6132745041493017,0.6239274485035057,0.010652944354203941,0.02
"seed: 42 vs 43, same CPU",desc,sider,seed0,0.6278134725462324,0.5961983154002221,0.031615157146010375,0.02
"seed: 42 vs 43, same CPU",desc,sider,seed1,0.6183402741947239,0.6227270203789038,0.0043867461841798905,0.02
"seed: 42 vs 43, same CPU",desc,sider,seed2,0.6839699734214856,0.6821176394822739,0.0018523339392116922,0.02
"seed: 42 vs 43, same CPU",desc,sider,seed3,0.6547007383979944,0.6419432597202556,0.012757478677738798,0.02
"seed: 42 vs 43, same CPU",desc,sider,seed4,0.6175370469612252,0.6069301652981409,0.010606881663084322,0.02
"seed: 42 vs 43, same CPU",desc,esol,deepchem,0.7818566568623961,0.8058400145702885,0.023983357707892394,0.1
"seed: 42 vs 43, same CPU",desc,esol,seed0,0.6927672596706168,0.8881376598514091,0.19537040018079233,0.1
"seed: 42 vs 43, same CPU",desc,esol,seed1,0.8630498244113614,0.8994967500551662,0.036446925643804806,0.1
"seed: 42 vs 43, same CPU",desc,esol,seed2,0.7454682175483134,0.7131124011088505,0.03235581643946284,0.1
"seed: 42 vs 43, same CPU",desc,esol,seed3,0.640787063518415,0.6851615713498963,0.044374507831481336,0.1
"seed: 42 vs 43, same CPU",desc,esol,seed4,0.9173063100779636,0.7800324076023057,0.13727390247565785,0.1
"seed: 42 vs 43, same CPU",desc,lipophilicity,deepchem,0.7191284385439592,0.718208503029327,0.0009199355146322086,0.1
"seed: 42 vs 43, same CPU",desc,lipophilicity,seed0,0.6727362648586497,0.6756365030418063,0.002900238183156656,0.1
"seed: 42 vs 43, same CPU",desc,lipophilicity,seed1,0.6776769175896437,0.6685920689636481,0.009084848625995567,0.1
"seed: 42 vs 43, same CPU",desc,lipophilicity,seed2,0.6666409194925487,0.7154240040144034,0.04878308452185476,0.1
"seed: 42 vs 43, same CPU",desc,lipophilicity,seed3,0.6960466538409448,0.6983569430925893,0.0023102892516445594,0.1
"seed: 42 vs 43, same CPU",desc,lipophilicity,seed4,0.6713712653161995,0.6946609268474357,0.02328966153123624,0.1
"seed: 42 vs 43, same CPU",desc,freesolv,deepchem,2.0593203711846817,1.9321583866778809,0.12716198450680083,0.1
"seed: 42 vs 43, same CPU",desc,freesolv,seed0,1.1720763277547084,1.0536387031182814,0.11843762463642693,0.1
"seed: 42 vs 43, same CPU",desc,freesolv,seed1,0.8658802449327094,1.15358578473883,0.28770553980612057,0.1
"seed: 42 vs 43, same CPU",desc,freesolv,seed2,0.7463318963443811,0.6747858702311929,0.07154602611318828,0.1
"seed: 42 vs 43, same CPU",desc,freesolv,seed3,1.2039791857414213,1.221061949031345,0.017082763289923752,0.1
"seed: 42 vs 43, same CPU",desc,freesolv,seed4,0.8634396869528957,0.7527489560718195,0.11069073088107628,0.1
"seed: 42 vs 43, same CPU",fuse_gated_nograph,tox21,deepchem,0.763443832621212,0.7413390910650852,0.02210474155612674,0.02
"seed: 42 vs 43, same CPU",fuse_gated_nograph,tox21,seed0,0.8189322237817881,0.8416226822915723,0.02269045850978424,0.02
"seed: 42 vs 43, same CPU",fuse_gated_nograph,tox21,seed1,0.8072249231551826,0.8242034948885326,0.016978571733350045,0.02
"seed: 42 vs 43, same CPU",fuse_gated_nograph,tox21,seed2,0.782529566080913,0.7857980747065278,0.0032685086256148965,0.02
"seed: 42 vs 43, same CPU",fuse_gated_nograph,tox21,seed3,0.8478039455969887,0.8416854560293995,0.006118489567589203,0.02
"seed: 42 vs 43, same CPU",fuse_gated_nograph,tox21,seed4,0.84905812823393,0.8486413804198297,0.0004167478141002823,0.02
"seed: 42 vs 43, same CPU",fuse_gated_nograph,bbbp,deepchem,0.733885730802582,0.7504576548800462,0.016571924077464217,0.02
"seed: 42 vs 43, same CPU",fuse_gated_nograph,bbbp,seed0,0.9185700099304864,0.920059582919563,0.001489572989076593,0.02
"seed: 42 vs 43, same CPU",fuse_gated_nograph,bbbp,seed1,0.9655238095238096,0.96,0.0055238095238095974,0.02
"seed: 42 vs 43, same CPU",fuse_gated_nograph,bbbp,seed2,0.9467381027418846,0.9478411597856918,0.0011030570438071985,0.02
"seed: 42 vs 43, same CPU",fuse_gated_nograph,bbbp,seed3,0.9683257918552036,0.9570135746606336,0.011312217194569985,0.02
"seed: 42 vs 43, same CPU",fuse_gated_nograph,bbbp,seed4,0.958077709611452,0.9547180835524394,0.0033596260590126326,0.02
"seed: 42 vs 43, same CPU",fuse_gated_nograph,clintox,deepchem,0.9818875334514996,0.9773902617036806,0.004497271747818998,0.02
"seed: 42 vs 43, same CPU",fuse_gated_nograph,clintox,seed0,0.9809912008281574,0.9778985507246376,0.0030926501035197784,0.02
"seed: 42 vs 43, same CPU",fuse_gated_nograph,clintox,seed1,0.9804347826086957,0.9797101449275364,0.0007246376811592681,0.02
"seed: 42 vs 43, same CPU",fuse_gated_nograph,clintox,seed2,0.9982638888888888,1.0,0.0017361111111111605,0.02
"seed: 42 vs 43, same CPU",fuse_gated_nograph,clintox,seed3,0.9717948717948718,0.970940170940171,0.0008547008547007406,0.02
"seed: 42 vs 43, same CPU",fuse_gated_nograph,clintox,seed4,0.9859733288444992,0.9650207608573672,0.020952567987131965,0.02
"seed: 42 vs 43, same CPU",fuse_gated_nograph,bace,deepchem,0.8356884057971015,0.7972826086956523,0.0384057971014492,0.02
"seed: 42 vs 43, same CPU",fuse_gated_nograph,bace,seed0,0.7847040335254061,0.7957045573598743,0.011000523834468257,0.02
"seed: 42 vs 43, same CPU",fuse_gated_nograph,bace,seed1,0.8720612356478951,0.8578458173865501,0.014215418261344981,0.02
"seed: 42 vs 43, same CPU",fuse_gated_nograph,bace,seed2,0.9137931034482758,0.9148936170212766,0.0011005135730007831,0.02
"seed: 42 vs 43, same CPU",fuse_gated_nograph,bace,seed3,0.90995670995671,0.9205194805194806,0.010562770562770663,0.02
"seed: 42 vs 43, same CPU",fuse_gated_nograph,bace,seed4,0.7601731601731601,0.805021645021645,0.044848484848484915,0.02
"seed: 42 vs 43, same CPU",fuse_gated_nograph,sider,deepchem,0.615673248090088,0.6018282342166805,0.01384501387340753,0.02
"seed: 42 vs 43, same CPU",fuse_gated_nograph,sider,seed0,0.5738969731163798,0.6124949234577726,0.038597950341392795,0.02
"seed: 42 vs 43, same CPU",fuse_gated_nograph,sider,seed1,0.6219507587251959,0.6050681650015917,0.016882593723604233,0.02
"seed: 42 vs 43, same CPU",fuse_gated_nograph,sider,seed2,0.6745301439060136,0.6658385665536896,0.008691577352324065,0.02
"seed: 42 vs 43, same CPU",fuse_gated_nograph,sider,seed3,0.6346426067471939,0.6477481820326121,0.013105575285418225,0.02
"seed: 42 vs 43, same CPU",fuse_gated_nograph,sider,seed4,0.6172587138900412,0.6060918870531042,0.011166826836936927,0.02
"seed: 42 vs 43, same CPU",fuse_gated_nograph,esol,deepchem,0.7780677848644997,0.8361214480656574,0.05805366320115768,0.1
"seed: 42 vs 43, same CPU",fuse_gated_nograph,esol,seed0,1.1795721478302583,1.014072714042431,0.16549943378782728,0.1
"seed: 42 vs 43, same CPU",fuse_gated_nograph,esol,seed1,0.8405730389589305,0.9039003077609212,0.06332726880199069,0.1
"seed: 42 vs 43, same CPU",fuse_gated_nograph,esol,seed2,0.7277402155097228,0.7067179847951429,0.02102223071457987,0.1
"seed: 42 vs 43, same CPU",fuse_gated_nograph,esol,seed3,0.7212810494599501,0.6862868032870119,0.034994246172938226,0.1
"seed: 42 vs 43, same CPU",fuse_gated_nograph,esol,seed4,0.8661159456376271,0.8259558707675754,0.04016007487005169,0.1
"seed: 42 vs 43, same CPU",fuse_gated_nograph,lipophilicity,deepchem,0.7205451265439604,0.7398734462276734,0.019328319683712958,0.1
"seed: 42 vs 43, same CPU",fuse_gated_nograph,lipophilicity,seed0,0.6708656086091682,0.690335962612019,0.019470354002850798,0.1
"seed: 42 vs 43, same CPU",fuse_gated_nograph,lipophilicity,seed1,0.6722647727777427,0.6761767558495123,0.0039119830717696535,0.1
"seed: 42 vs 43, same CPU",fuse_gated_nograph,lipophilicity,seed2,0.7112312732277313,0.6870689285696053,0.024162344658125945,0.1
"seed: 42 vs 43, same CPU",fuse_gated_nograph,lipophilicity,seed3,0.6801361008666837,0.6890816276999806,0.008945526833296857,0.1
"seed: 42 vs 43, same CPU",fuse_gated_nograph,lipophilicity,seed4,0.67512295302665,0.6664613713857505,0.008661581640899585,0.1
"seed: 42 vs 43, same CPU",fuse_gated_nograph,freesolv,deepchem,2.0094649332107664,2.044894626280994,0.035429693070227586,0.1
"seed: 42 vs 43, same CPU",fuse_gated_nograph,freesolv,seed0,1.175250418060507,1.0734815227756531,0.10176889528485389,0.1
"seed: 42 vs 43, same CPU",fuse_gated_nograph,freesolv,seed1,0.8784924693915328,0.881954738775433,0.0034622693839001517,0.1
"seed: 42 vs 43, same CPU",fuse_gated_nograph,freesolv,seed2,0.7415670708804037,0.7248713439009671,0.016695726979436665,0.1
"seed: 42 vs 43, same CPU",fuse_gated_nograph,freesolv,seed3,1.2844259473993018,1.2516406634710553,0.032785283928246534,0.1
"seed: 42 vs 43, same CPU",fuse_gated_nograph,freesolv,seed4,0.8219743707470488,0.8023474468644115,0.019626923882637315,0.1
