tag,dataset,n_splits,task_type,coverage,mean_width,width_spread,n,coverage_gap
qdesc,esol,5,regression,0.8771929824561404,2.5088632583618162,0.8210364937782287,114.0,-2.2807017543859587
qdesc,lipophilicity,5,regression,0.8776190476190475,2.2151164531707765,0.4546574234962463,420.0,-2.238095238095241
qdesc,freesolv,5,regression,0.8584615384615384,2.392770767211914,1.3451490521430969,65.0,-4.15384615384616
