dataset,metric,a,b,n_splits,mean_a,mean_b,mean_diff,ci_diff,a_wins,p_ttest,cohens_dz,decisive,clears_mde,p_holm,across_n_datasets,across_wins,across_median_diff,across_p_sign,across_p_wilcoxon_raw,across_p_wilcoxon_dz
tox21,auc,motif,desc,5,0.6530186444745572,0.7589537268534408,-0.10593508237888369,0.03908335926636853,0,0.0016703106450235005,-3.3649791951207426,True,True,0.010021863870141003,8,0,-0.10904910245842947,0.0078125,0.0078125,0.0078125
bbbp,auc,motif,desc,5,0.7758012715926549,0.8803003458602221,-0.10449907426756722,0.11692597114112614,1,0.06814049376977073,-1.1095219976820299,False,True,0.2044214813093122,8,0,-0.10904910245842947,0.0078125,0.0078125,0.0078125
clintox,auc,motif,desc,5,0.7375237284007008,0.8496868509386759,-0.11216312253797525,0.0719994092575724,0,0.012402870609931132,-1.9339962056902398,True,True,0.049611482439724526,8,0,-0.10904910245842947,0.0078125,0.0078125,0.0078125
esol,rmse,motif,desc,5,2.382846854103082,0.9032397529468479,-1.4796071011562344,0.689013061405201,0,0.003975755454947407,-2.6659586669569406,True,True,0.019878777274737035,8,0,-0.10904910245842947,0.0078125,0.0078125,0.0078125
lipophilicity,rmse,motif,desc,5,1.0058524978783483,0.8579176150242219,-0.14793488285412623,0.03804723639285452,0,0.0004178607011043658,-4.827051529681957,True,True,0.003326795392057523,8,0,-0.10904910245842947,0.0078125,0.0078125,0.0078125
bace,auc,motif,desc,5,0.8185931648214918,0.8486977840661334,-0.030104619244641674,0.034773160444771634,1,0.07409053214191635,-1.0747895468685738,False,True,0.2044214813093122,8,0,-0.10904910245842947,0.0078125,0.0078125,0.0078125
sider,auc,motif,desc,5,0.590294410235537,0.6114855503756192,-0.021191140140082367,0.026512906896357685,0,0.0907341368993883,-0.9922735990005843,False,True,0.2044214813093122,8,0,-0.10904910245842947,0.0078125,0.0078125,0.0078125
freesolv,rmse,motif,desc,5,3.438100693895418,1.0363965970068283,-2.40170409688859,0.6169262661065811,0,0.0004158494240071904,-4.833043426760572,True,True,0.003326795392057523,8,0,-0.10904910245842947,0.0078125,0.0078125,0.0078125
