tag,dataset,n_splits,task_type,coverage,coverage_pos,coverage_neg,mean_set_size,pct_ambiguous,pct_empty,n_tasks_scored,n,coverage_gap
desc,tox21,5,classification,0.900274620699346,0.9062588759237917,0.8998403373669641,1.4110171889244154,41.10171889244155,0.0,12.0,725.0,0.02746206993460021
gin_ref,tox21,5,classification,0.8997235805067672,0.8831099952333684,0.9006258559014986,1.4354119716789413,43.54119716789411,0.0,12.0,725.0,-0.027641949323282233
desc_nopw,tox21,5,classification,0.9034585458172643,0.8919978272854492,0.9041424493322812,1.4069740189128002,40.69740189128,0.0,12.0,725.0,0.345854581726428
