tag,dataset,n_splits,task_type,coverage,coverage_pos,coverage_neg,mean_set_size,pct_ambiguous,pct_empty,n_tasks_scored,n,coverage_gap
rf,tox21,5,classification,0.8998163168617385,0.8568946657501056,0.9018065883859159,1.4009334040104102,40.450373415518456,0.35703301447743396,12.0,725.0,-0.018368313826158555
