tag,dataset,n_splits,protocol,n_tasks,ece_raw,ece_raw_ci,ece_cal,ece_cal_ci,delta,delta_ci,helps,hurts
fuse_gated,clintox,5,valid-fit,2,0.065448940024838,0.026908712723334605,0.05607991952928755,0.020176112676863502,-0.00936902049555045,0.017390704019153238,False,False
fuse_gated,bbbp,5,valid-fit,1,0.07198901846385267,0.040604609052480145,0.07106948597404816,0.03275371675104198,-0.0009195324898045101,0.04396840391288131,False,False
fuse_gated_nograph,clintox,5,valid-fit,2,0.07170900746011295,0.046785857870396026,0.05767253674459488,0.026443531578538997,-0.014036470715518065,0.051607602505796164,False,False
fuse_gated_nograph,bbbp,5,valid-fit,1,0.07104641424043083,0.019972494706865383,0.06342999302136754,0.020935954945546672,-0.007616421219063292,0.017171664723140613,False,False
