tag,dataset,n_splits,task_type,coverage,coverage_pos,coverage_neg,mean_set_size,pct_ambiguous,pct_empty,n_tasks_scored,n,coverage_gap
desc,tox21,5,classification,0.9009992834583815,0.8128673194839534,0.9062819886050028,1.3188098091501652,34.224090258729994,2.343109343713484,12.0,725.0,0.09992834583815124
gin_ref,tox21,5,classification,0.9011701502030413,0.8182731994510462,0.9059719904875905,1.3592001268495375,38.20502020928747,2.285007524333711,12.0,725.0,0.11701502030412314
desc_nopw,tox21,5,classification,0.8998806221961658,0.48823765329800617,0.9277391836715561,1.0524464975264334,11.539661081076932,6.2950113284336195,12.0,725.0,-0.01193778038341975
