tag,dataset,n_splits,task_type,coverage,coverage_pos,coverage_neg,mean_set_size,pct_ambiguous,pct_empty,n_tasks_scored,n,coverage_gap
desc,bbbp,5,classification,1.0,1.0,1.0,2.0,100.0,0.0,1.0,205.0,10.0
