tag,dataset,n_splits,task_type,coverage,coverage_pos,coverage_neg,mean_set_size,pct_ambiguous,pct_empty,n_tasks_scored,n,coverage_gap
desc,tox21,5,classification,0.8995823619239504,0.7950725600014097,0.9061080872386947,1.2742794554654049,28.203816034574594,0.7758704880340943,12.0,725.0,-0.041763807604965564
gin_ref,tox21,5,classification,0.8987508065028257,0.8003970524747022,0.9046372670698389,1.3097613690607983,31.69658674543627,0.7204498393564588,12.0,725.0,-0.12491934971743035
desc_nopw,tox21,5,classification,0.8992501216160207,0.3473258138781553,0.9366284424769029,1.0041272949061004,5.498164636534005,5.085435145923954,12.0,725.0,-0.07498783839793077
