dataset,metric,a,b,n_splits,mean_a,ci_a,mean_b,ci_b,mean_diff,ci_diff,a_wins,p_wilcoxon,p_ttest,cohens_dz,verdict,below_mde
tox21,auc,fuse_concat,desc,5,0.8166356705438238,0.027193647686753322,0.8281607486970854,0.01821750154264832,-0.01152507815326167,0.03235539707493405,1,0.625,0.37872831879600144,-0.4422131008828582,inside noise,False
bbbp,auc,fuse_concat,desc,5,0.9442339365187532,0.033326628279449856,0.9070845452879752,0.03347636892871406,0.03714939123077805,0.030885290781433247,5,0.0625,0.028861997420815428,1.493256680757447,improves,False
clintox,auc,fuse_concat,desc,5,0.9675310120480614,0.03029537799512122,0.8410613269485883,0.13302724063519028,0.12646968509947304,0.1268854660529671,5,0.0625,0.05049093452449318,1.237396882779376,inside noise,False
esol,rmse,fuse_concat,desc,5,0.8592297481748943,0.11899082454765159,0.771875735045334,0.1437133274778174,-0.08735401312956033,0.10017539396770307,1,0.125,0.07270786470674964,-1.0825706839784484,inside noise,False
lipophilicity,rmse,fuse_concat,desc,5,0.6851715345756108,0.030635696575794173,0.6768944042195973,0.014159642771877992,-0.008277130356013495,0.036784143892561585,3,1.0,0.5660623593449404,-0.2793531685821975,inside noise,False
bace,auc,fuse_concat,desc,5,0.8444659396139708,0.06947008393965201,0.8483419234271142,0.06777773522169107,-0.0038759838131435576,0.015249026583051425,3,0.8125,0.5193602009741389,-0.3155544381873905,inside noise,False
sider,auc,fuse_concat,desc,5,0.5746760886481012,0.021905962633940027,0.6404723011043323,0.035499137867078694,-0.06579621245623117,0.04148410283083092,0,0.0625,0.011664849319935855,-1.9690359787988376,degrades,False
freesolv,rmse,fuse_concat,desc,5,0.982771146853822,0.22364888386880738,0.9703414683452232,0.25427611681111045,-0.012429678508599018,0.1922218282385318,2,0.8125,0.8662673924588888,-0.0802770956819699,inside noise,False
