tag,dataset,n_splits,task_type,coverage,coverage_pos,coverage_neg,mean_set_size,pct_ambiguous,pct_empty,n_tasks_scored,n,coverage_gap
desc,tox21,5,classification,0.8998536044775106,0.7793825188932985,0.9071332497730505,1.2116465996431625,21.38572442529121,0.22106446097494897,12.0,725.0,-0.014639552248937093
gin_ref,tox21,5,classification,0.8982790259487089,0.7709822047670396,0.9059981335747767,1.2474081114757998,24.906406673711693,0.16559552613171197,12.0,725.0,-0.17209740512910798
desc_nopw,tox21,5,classification,0.906872360573451,0.16258819110991446,0.95658861732329,0.9743962774855799,1.605158773841327,4.16553102528333,12.0,725.0,0.6872360573451033
