dataset,model,oof_auc,oof_ap,oof_acc,oof_bal_acc,oof_f1,oof_n_tasks_scored,val_auc,val_ap,val_acc,val_bal_acc,val_f1,val_n_tasks_scored,test_auc,test_ap,test_acc,test_bal_acc,test_f1,test_n_tasks_scored,oof_rmse,oof_mae,oof_r2,oof_rmse_norm,oof_mae_norm,oof_n_scored,val_rmse,val_mae,val_r2,val_rmse_norm,val_mae_norm,val_n_scored,test_rmse,test_mae,test_r2,test_rmse_norm,test_mae_norm,test_n_scored
tox21,rf,0.7664914221418865,0.3198790666428449,0.7721814254667511,0.7098893164714545,0.3352214225916532,12.0,0.7975251839939869,0.36727284405758537,0.8081088654780167,0.7047339511210876,0.3671994557851967,12.0,0.8182973125786356,0.40832264091515097,0.7945005220772793,0.7291577397606681,0.33458812588338477,12.0,,,,,,,,,,,,,,,,,,
tox21,gnn,0.7924488657463499,0.32317719815767076,0.7913213023231345,0.7346598058659134,0.33544919628603637,12.0,0.818353679091941,0.3398507580262826,0.8267969894073187,0.7351961807492177,0.3540535724029871,12.0,0.8349952764980725,0.33719700111011575,0.8456957056041357,0.7400743922407215,0.3276206591555307,12.0,,,,,,,,,,,,,,,,,,
tox21,trf,0.7476079227060363,0.27948266214036077,0.7838079520742572,0.6808850925730527,0.29462960470384314,12.0,0.7755930281081738,0.2978526774946976,0.7758776064780074,0.6810576083499358,0.2838840712985694,12.0,0.7746351541814244,0.2590225818574559,0.7503094284778965,0.6932764564874866,0.24472080320613357,12.0,,,,,,,,,,,,,,,,,,
tox21,hybrid,0.7892772234929027,0.3301722836310936,0.749123910697899,0.7319510794567039,0.3249858183153875,12.0,0.8258326205017928,0.39043840906622657,0.8274994364460811,0.7401775206151497,0.3545437988994707,12.0,0.8366020231732901,0.4201875076257229,0.8335461451966862,0.7553458177411686,0.34019681825833487,12.0,,,,,,,,,,,,,,,,,,
tox21,ens,0.7989031174055999,0.3535812300558403,0.7934116550839194,0.7370476443455211,0.3340851122278142,12.0,0.8284790468888206,0.388750139546109,0.8558222862227874,0.7439182615209332,0.3791644336863291,12.0,0.846987000521335,0.4048576428530715,0.8650788248785748,0.7429421889782261,0.3531384056247994,12.0,,,,,,,,,,,,,,,,,,
bbbp,rf,0.8869491447412466,0.954245559032728,0.8540772532188842,0.8096390255740777,0.9035656401944895,1.0,0.9090909090909092,0.9598438491736294,0.9014778325123153,0.8549170954831332,0.9371069182389937,1.0,0.9113247863247863,0.9663931592114179,0.8780487804878049,0.791352438411262,0.9221183800623053,1.0,,,,,,,,,,,,,,,,,,
bbbp,gnn,0.872834655553324,0.9478464433583638,0.8050275904353158,0.8029233196090246,0.8636363636363636,1.0,0.8539165237278445,0.953153253757991,0.7635467980295566,0.7833047455688965,0.8321678321678322,1.0,0.9074912016088487,0.9581377081005481,0.8341463414634146,0.8444570135746606,0.8811188811188811,1.0,,,,,,,,,,,,,,,,,,
bbbp,trf,0.8872012452299658,0.959078818416919,0.8007357449417535,0.8109769364664926,0.8587570621468926,1.0,0.9096626643796456,0.9723388939518485,0.8226600985221675,0.8456975414522585,0.8767123287671232,1.0,0.8908999497234791,0.9603125782664014,0.7902439024390244,0.8086978381096028,0.8458781362007168,1.0,,,,,,,,,,,,,,,,,,
bbbp,hybrid,0.9134803675436836,0.9680296497744292,0.8675659104843654,0.84197902021825,0.911402789171452,1.0,0.9282447112635792,0.9727665839384995,0.896551724137931,0.8846483704974271,0.9320388349514563,1.0,0.9482151835093011,0.981551481056717,0.8829268292682927,0.8517471091000502,0.9210526315789473,1.0,,,,,,,,,,,,,,,,,,
bbbp,ens,0.9121686081542479,0.9665304947009914,0.8516247700797057,0.8406107735823793,0.8988294314381271,1.0,0.930817610062893,0.9747968514350316,0.8768472906403941,0.8802887364208118,0.9174917491749175,1.0,0.9468325791855203,0.9809833670633203,0.8780487804878049,0.873868778280543,0.9152542372881356,1.0,,,,,,,,,,,,,,,,,,
clintox,rf,0.8044797749865501,0.6067242703253879,0.6279560810810811,0.7337562746598683,0.49347598945035687,2.0,0.8659263039510241,0.7682819236087604,0.6351351351351351,0.7536404826516767,0.5426947266569908,2.0,0.822079772079772,0.7092360278171166,0.6114864864864864,0.7175213675213675,0.4926104770266315,2.0,,,,,,,,,,,,,,,,,,
clintox,gnn,0.8516333335501629,0.6518060565971862,0.7820945945945945,0.7850888419884422,0.5985623498411222,2.0,0.8611124571945468,0.7623951077783215,0.7432432432432432,0.7470308764618465,0.6359758098542028,2.0,0.8176638176638176,0.7853297190225443,0.7331081081081081,0.7146723646723647,0.5751732617929801,2.0,,,,,,,,,,,,,,,,,,
clintox,trf,0.963601996898986,0.8997564433399194,0.9138513513513513,0.8874670018744842,0.743325942925305,2.0,0.981660538621826,0.9543136040165685,0.875,0.8821477030432254,0.7449559018968226,2.0,0.9675213675213676,0.9667949509464335,0.9155405405405406,0.9189458689458689,0.7592039800995025,2.0,,,,,,,,,,,,,,,,,,
clintox,hybrid,0.9466723286889137,0.8922981454217935,0.953125,0.8736997751010198,0.8458962693357598,2.0,0.98294697373522,0.9702392624031473,0.9763513513513513,0.9274104316081928,0.9441502166586422,2.0,0.9809116809116809,0.9706192830488436,0.9932432432432432,0.9615384615384616,0.9781549815498155,2.0,,,,,,,,,,,,,,,,,,
clintox,ens,0.9528869615416808,0.8951513047175133,0.9315878378378378,0.8866416994445612,0.7996545432113196,2.0,0.981660538621826,0.9543136040165685,0.9628378378378378,0.9496137413581444,0.9172077922077921,2.0,0.9675213675213676,0.9667949509464335,0.9459459459459459,0.9356125356125357,0.8504288164665523,2.0,,,,,,,,,,,,,,,,,,
esol,rf,,,,,,,,,,,,,,,,,,,1.799698062727134,1.4059136085862023,0.2509643980452454,0.8707974595385494,0.6802618861701579,902.0,1.3939415284675063,1.0290812612802296,0.5731832657672862,0.6744691050538885,0.49792871734474825,112.0,1.3968203443059215,1.0635527346783968,0.5775381270634385,0.6758620417750475,0.5146079993217417,114.0
esol,gnn,,,,,,,,,,,,,,,,,,,1.1506227572450896,0.8799749781853619,0.6938254552796259,0.5567374853857248,0.425782519485595,902.0,1.097831758441509,0.7709000803620193,0.7352573541434774,0.5311941630936506,0.3730058088299951,112.0,1.00015269179873,0.7598183794247378,0.7834096850520128,0.48393141116639865,0.36764384438528824,114.0
esol,trf,,,,,,,,,,,,,,,,,,,1.500248217237256,1.1775560425750589,0.4794896126263609,0.7259063969140446,0.5697693583026875,902.0,1.375118717927119,1.0919578827104428,0.5846323091371858,0.6653615464364684,0.5283520440903625,112.0,1.3150181110054822,0.9808530789091737,0.6255706492570448,0.6362814152144672,0.4745931481419687,114.0
esol,hybrid,,,,,,,,,,,,,,,,,,,1.0877455954088238,0.8172109147636755,0.7263737057302111,0.5263138971605725,0.3954136547799782,902.0,1.1251296246225404,0.7760203029053232,0.7219278822406376,0.5444024412007263,0.37548326706330826,112.0,1.0144991852829643,0.749375119878016,0.777151445330613,0.49087307006912967,0.36259079461492466,114.0
esol,ens,,,,,,,,,,,,,,,,,,,1.0944672697060822,0.8280199152807559,0.7229815347185544,0.5295662298841122,0.4006436710729121,902.0,1.1068700654605959,0.7578445892650488,0.730880225851018,0.5355674160040994,0.3666888111537056,112.0,0.9969371192315348,0.73681236482824,0.7848001573066421,0.48237553216621104,0.3565122109854169,114.0
lipophilicity,rf,,,,,,,,,,,,,,,,,,,0.9615188661199471,0.7504257106000687,0.3686941584303689,0.7939922150738056,0.6196780876615213,3360.0,0.8883042294642022,0.696540582055739,0.35027870289384777,0.7335338573832275,0.5751814333783885,420.0,0.9317176509156402,0.7337301225050707,0.42474295972138043,0.7693833033761676,0.6058913930467809,420.0
lipophilicity,gnn,,,,,,,,,,,,,,,,,,,0.7466676148566124,0.5736690582091399,0.6193035577908477,0.6165747697039159,0.47371797090662376,3360.0,0.7432467705495633,0.5340433150907282,0.5451484232523619,0.6137499434373894,0.44099627124877383,420.0,0.7754466369006883,0.5877772731853743,0.6015286236003037,0.6403395862515542,0.4853680937013234,420.0
lipophilicity,trf,,,,,,,,,,,,,,,,,,,1.06504557080236,0.8420075634756774,0.22543018391258796,0.8794813307494896,0.6953035182042402,3360.0,0.9757271349641427,0.7576031785251622,0.21610046178241327,0.8057249592242045,0.6256050162505181,420.0,1.0710301164375873,0.8295563532420412,0.23985461641128614,0.8844231814115561,0.6850216981151053,420.0
lipophilicity,hybrid,,,,,,,,,,,,,,,,,,,0.7191759711127174,0.5565310434683781,0.646821282798163,0.5938730299030953,0.459565934201514,3360.0,0.7213273588693092,0.5183977102493328,0.571581267362514,0.5956495786433527,0.4280766199742045,420.0,0.7388383910266756,0.5673149677276969,0.638263606705281,0.6101096414676649,0.46847096166540203,420.0
lipophilicity,ens,,,,,,,,,,,,,,,,,,,0.7192082781078573,0.5563984210780113,0.6467895509276804,0.5938997080095136,0.45945641877835786,3360.0,0.7214358947896172,0.5184888669998865,0.5714523319516499,0.5957392042126649,0.42815189436854173,420.0,0.740179940515637,0.5675285747203535,0.636948764756474,0.6112174510883642,0.46864735164091964,420.0
