dataset,oof_auc,valid_auc,test_auc,oof_rmse,valid_rmse,test_rmse
tox21,0.7709822972927985,0.8553320154172542,0.8113912204689244,,,
bbbp,0.8986469763220857,0.9501523123788425,0.9531113058720421,,,
clintox,0.9423425805896521,0.9668074980574981,0.9583136946844724,,,
esol,,,,0.913659750522057,1.3228178776269883,0.9998941372136678
lipophilicity,,,,0.7669648540922047,0.7446618303176497,0.6630544812503624
