dataset,model,oof_auc,oof_ap,oof_acc,oof_bal_acc,oof_f1,oof_n_tasks_scored,val_auc,val_ap,val_acc,val_bal_acc,val_f1,val_n_tasks_scored,test_auc,test_ap,test_acc,test_bal_acc,test_f1,test_n_tasks_scored,oof_rmse,oof_mae,oof_r2,oof_rmse_norm,oof_mae_norm,oof_n_scored,val_rmse,val_mae,val_r2,val_rmse_norm,val_mae_norm,val_n_scored,test_rmse,test_mae,test_r2,test_rmse_norm,test_mae_norm,test_n_scored
tox21,rf,0.7630358690129248,0.2912012930804057,0.760988827157378,0.7010802108737154,0.3005097740735275,12.0,0.838732903385937,0.5150858947564728,0.8446858187549887,0.7753235138719479,0.48226813337364643,12.0,0.7980708999852895,0.37490702239687895,0.843292735013664,0.7201523190797171,0.34567753503924376,12.0,,,,,,,,,,,,,,,,,,
tox21,gnn,0.786852159186873,0.29240870923911894,0.7552954799647335,0.7253152660211074,0.2832522467702608,12.0,0.8319194632223136,0.4668351095129844,0.8038588130744185,0.7565912720750818,0.42378822409338207,12.0,0.7950395427120064,0.348510982850589,0.8004429866735508,0.713441067730785,0.3072230441630404,12.0,,,,,,,,,,,,,,,,,,
tox21,trf,0.7368346441143311,0.2269045018560589,0.7600063599573801,0.6707334236934054,0.25629075148057295,12.0,0.8061967297037232,0.4408633993916368,0.7439016212347259,0.7166660006117643,0.36071579678754623,12.0,0.7860763862891612,0.31146818201142074,0.7535892133601249,0.704712964503619,0.27102396674369444,12.0,,,,,,,,,,,,,,,,,,
tox21,hybrid,0.7709822972927985,0.2845127309615672,0.7300451280709882,0.7164279604865368,0.2838620527522005,12.0,0.8553320154172542,0.5336721317922056,0.7955390844658895,0.7750094493843879,0.43716026850942025,12.0,0.8113912204689244,0.4062428033702405,0.7987860683008047,0.7311429032064823,0.31537285161890743,12.0,,,,,,,,,,,,,,,,,,
tox21,ens,0.7885623224751721,0.3250700292658693,0.7665005201808084,0.7271909549206376,0.2865319717772848,12.0,0.8453673630566126,0.5072893421314114,0.8356156854384403,0.7671339278893566,0.4464390332742541,12.0,0.808445463455485,0.39762261148180866,0.8325518150091519,0.7199910131103747,0.32238937401768725,12.0,,,,,,,,,,,,,,,,,,
bbbp,rf,0.8721743255506972,0.9454613279680737,0.8320049049662783,0.806339204686082,0.8856427378964942,1.0,0.9319440598172253,0.9751939076996641,0.9014778325123153,0.8901966214345056,0.934640522875817,1.0,0.9454425942156004,0.9858320486966552,0.8829268292682927,0.8733567046450481,0.9235668789808917,1.0,,,,,,,,,,,,,,,,,,
bbbp,gnn,0.8481024667931689,0.9338352202525304,0.8105456774984672,0.7790931028793004,0.8707653701380176,1.0,0.9224591525893104,0.9751223401848803,0.8522167487684729,0.866034339518139,0.8979591836734694,1.0,0.9273298276365761,0.971378752201191,0.8341463414634146,0.8515191352614666,0.8874172185430463,1.0,,,,,,,,,,,,,,,,,,
bbbp,trf,0.8614120122102137,0.9514772027188982,0.7725321888412017,0.802248164342876,0.832807570977918,1.0,0.9224591525893104,0.9739405229583237,0.7487684729064039,0.8068402104680144,0.8118081180811808,1.0,0.9179082676015192,0.9759087926759831,0.7024390243902439,0.7775343266140813,0.7765567765567766,1.0,,,,,,,,,,,,,,,,,,
bbbp,hybrid,0.8986469763220857,0.9612857361733902,0.7982832618025751,0.8218102879300389,0.8541019955654102,1.0,0.9501523123788425,0.9830208836331008,0.7881773399014779,0.840002769315979,0.8447653429602888,1.0,0.9531113058720421,0.9867226785112698,0.7560975609756098,0.8289512123867953,0.8214285714285714,1.0,,,,,,,,,,,,,,,,,,
bbbp,ens,0.8863130104776834,0.9563318555693239,0.8160637645616187,0.8177439980199654,0.8706896551724138,1.0,0.9480753253946275,0.9817101734036843,0.8768472906403941,0.889642758238715,0.9158249158249159,1.0,0.9512123867952089,0.9868051815477519,0.8195121951219512,0.8511539585159217,0.8754208754208754,1.0,,,,,,,,,,,,,,,,,,
clintox,rf,0.853812880265944,0.6794416525508723,0.7660472972972973,0.7794989506709673,0.5851458864506014,2.0,0.7022624077311577,0.6380887042955703,0.8006756756756757,0.6096566627816628,0.6102941176470589,2.0,0.7512643549171436,0.6400910006041651,0.8412162162162162,0.6361893539819699,0.6053613053613054,2.0,,,,,,,,,,,,,,,,,,
clintox,gnn,0.8812720236708929,0.6686847453088516,0.7960304054054055,0.8252772283505765,0.6185767019907691,2.0,0.8225235123672623,0.7503268872863722,0.8108108108108107,0.7255422817922819,0.6412776412776413,2.0,0.824874686716792,0.7246140039555067,0.8006756756756757,0.7798610331799649,0.6622689688715953,2.0,,,,,,,,,,,,,,,,,,
