dataset,model,oof_auc,oof_ap,oof_acc,oof_bal_acc,oof_f1,oof_n_tasks_scored,val_auc,val_ap,val_acc,val_bal_acc,val_f1,val_n_tasks_scored,test_auc,test_ap,test_acc,test_bal_acc,test_f1,test_n_tasks_scored,oof_rmse,oof_mae,oof_r2,oof_rmse_norm,oof_mae_norm,oof_n_scored,val_rmse,val_mae,val_r2,val_rmse_norm,val_mae_norm,val_n_scored,test_rmse,test_mae,test_r2,test_rmse_norm,test_mae_norm,test_n_scored
tox21,rf,0.7715633592020897,0.33221603136942185,0.7700571446270672,0.7059921585733459,0.3128756889316257,12.0,0.7765612152337694,0.3524099001117065,0.7986299609114407,0.7033377483631814,0.33534675686592746,12.0,0.8000263820207434,0.3724298610459236,0.8116190636971314,0.6993743565217772,0.310156001526704,12.0,,,,,,,,,,,,,,,,,,
tox21,gnn,0.8022732412245208,0.31821453146753803,0.7745169043370724,0.7449349936808872,0.3164202244719925,12.0,0.7688916451624439,0.3085152169754105,0.8419382377314842,0.7043263395036444,0.3286956952678154,12.0,0.791366485932499,0.31501239212405086,0.8399386231556454,0.6981840364903564,0.29018568089634694,12.0,,,,,,,,,,,,,,,,,,
tox21,trf,0.7506901767883788,0.2813445364386575,0.7699528860144337,0.6821907571017739,0.28655141934352163,12.0,0.7602649967658724,0.2932233791597531,0.7704890862965433,0.6773755650424117,0.26097224268724134,12.0,0.7616537033262212,0.26432960706469133,0.788694000980187,0.6830274351535329,0.2531835158309658,12.0,,,,,,,,,,,,,,,,,,
tox21,hybrid,0.8041734286254321,0.3556484440878113,0.7778292576954914,0.7430699510146037,0.33777752790935595,12.0,0.7920395123101213,0.36085363920655134,0.8428192605851296,0.716870312823617,0.33271089392299175,12.0,0.8224596959696888,0.38462557639901435,0.8458173937260375,0.7288851474924377,0.32379820194818876,12.0,,,,,,,,,,,,,,,,,,
tox21,ens,0.8109464487659966,0.3646503430267429,0.7564735062713509,0.7478044455577146,0.30417502307790995,12.0,0.7916763557680779,0.35819506710635857,0.8329412622368632,0.7153385520504943,0.3254490963625812,12.0,0.8205577562559313,0.38223624381140664,0.8360052612521419,0.724183985576288,0.3051633136817205,12.0,,,,,,,,,,,,,,,,,,
bbbp,rf,0.895631594161006,0.9578981963791142,0.8565297363580625,0.8183112925759986,0.9034653465346535,1.0,0.892413487133984,0.967266138840069,0.8669950738916257,0.7665631469979296,0.9179331306990881,1.0,0.8687619047619047,0.9510896001386847,0.926829268292683,0.8052380952380952,0.957983193277311,1.0,,,,,,,,,,,,,,,,,,
bbbp,gnn,0.8473225899696488,0.9274694113450213,0.8246474555487431,0.7823093815740875,0.8812292358803987,1.0,0.8566992014196982,0.9566976182139986,0.8029556650246306,0.7701863354037267,0.869281045751634,1.0,0.9261904761904762,0.9863103704588887,0.9024390243902439,0.8461904761904762,0.9418604651162791,1.0,,,,,,,,,,,,,,,,,,
bbbp,trf,0.9050621477092065,0.9637547413789262,0.8234212139791539,0.8380726983668161,0.873015873015873,1.0,0.8244602188701567,0.942152632127018,0.645320197044335,0.6972049689440993,0.7313432835820896,1.0,0.8527619047619047,0.967512092650347,0.4585365853658537,0.6690476190476191,0.5394190871369294,1.0,,,,,,,,,,,,,,,,,,
bbbp,hybrid,0.9217352379117085,0.9692832336926619,0.8491722869405273,0.8552295611119141,0.8935064935064935,1.0,0.8592132505175983,0.9557576715876905,0.6896551724137931,0.7163561076604554,0.7741935483870968,1.0,0.9245714285714286,0.9815347897191818,0.5463414634146342,0.7066666666666667,0.6436781609195402,1.0,,,,,,,,,,,,,,,,,,
bbbp,ens,0.9217352379117085,0.9692832336926619,0.8491722869405273,0.8552295611119141,0.8935064935064935,1.0,0.8592132505175983,0.9557576715876905,0.6896551724137931,0.7163561076604554,0.7741935483870968,1.0,0.9245714285714286,0.9815347897191818,0.5463414634146342,0.7066666666666667,0.6436781609195402,1.0,,,,,,,,,,,,,,,,,,
