dataset,model,oof_auc,oof_ap,oof_acc,oof_bal_acc,oof_f1,oof_n_tasks_scored,val_auc,val_ap,val_acc,val_bal_acc,val_f1,val_n_tasks_scored,test_auc,test_ap,test_acc,test_bal_acc,test_f1,test_n_tasks_scored,oof_rmse,oof_mae,oof_r2,oof_rmse_norm,oof_mae_norm,oof_n_scored,val_rmse,val_mae,val_r2,val_rmse_norm,val_mae_norm,val_n_scored,test_rmse,test_mae,test_r2,test_rmse_norm,test_mae_norm,test_n_scored
clintox,rf,0.8257418515881463,0.6661609197903083,0.796875,0.7510665052394014,0.6145885606850731,2.0,0.8011169086646646,0.627958180858402,0.7871621621621622,0.7009489320018905,0.5876365813500972,2.0,0.8079710144927537,0.6408194216688265,0.7939189189189189,0.7503623188405797,0.5913618677042802,2.0,,,,,,,,,,,,,,,,,,
clintox,gnn,0.8615420195709398,0.6786918544072146,0.7892736486486487,0.8109793871235864,0.6271497165813659,2.0,0.874002880176199,0.7268081565921938,0.8378378378378378,0.7281658911570388,0.6360909530720852,2.0,0.8543478260869566,0.6917012788283837,0.8344594594594594,0.6793478260869565,0.5970556161395856,2.0,,,,,,,,,,,,,,,,,,
clintox,trf,0.9779661311917578,0.9215426807235173,0.9636824324324325,0.8872648826010574,0.8613086325173243,2.0,0.9101229049978855,0.8858880991057987,0.7668918918918919,0.7998944809396743,0.598839618731869,2.0,0.9920289855072464,0.9759641978637108,0.8378378378378378,0.9130434782608696,0.6671166521083142,2.0,,,,,,,,,,,,,,,,,,
clintox,hybrid,0.9429001088229436,0.8892462225232746,0.8260135135135136,0.873631370072135,0.6742191500256016,2.0,0.9585557839168648,0.9115587971435902,0.8682432432432432,0.9089650190364587,0.7182423174789587,2.0,0.9807971014492753,0.9627661922415689,0.847972972972973,0.8721014492753624,0.6765434451219512,2.0,,,,,,,,,,,,,,,,,,
clintox,ens,0.9779661311917578,0.9215426807235173,0.9636824324324325,0.8872648826010574,0.8613086325173243,2.0,0.9101229049978855,0.8858880991057987,0.7668918918918919,0.7998944809396743,0.598839618731869,2.0,0.9920289855072464,0.9759641978637108,0.8378378378378378,0.9130434782608696,0.6671166521083142,2.0,,,,,,,,,,,,,,,,,,
esol,rf,,,,,,,,,,,,,,,,,,,1.628377167467176,1.2792790874351714,0.27355587775666645,0.7879025543052928,0.6189888195419155,902.0,2.183906110672683,1.7006895624511718,0.3907425128736579,1.0566994166581063,0.8228914511371269,112.0,1.516514541713134,1.2038405414064666,0.5430175616923465,0.7337769804985822,0.5824873109869009,114.0
esol,gnn,,,,,,,,,,,,,,,,,,,1.1025970538211873,0.8731468575162673,0.6669374052605942,0.5334998871462102,0.4224786818834918,902.0,1.5834829430962307,1.2629626469606872,0.6796979434097821,0.7661801457858698,0.6110939869540744,112.0,1.1047677274462144,0.8220786503932339,0.7574795805652206,0.5345501839250468,0.39776894531882645,114.0
esol,trf,,,,,,,,,,,,,,,,,,,1.3643014478486866,1.0797960980989074,0.49006727264305894,0.6601275288540037,0.5224674730267409,902.0,1.9406712378285074,1.5546477343085514,0.5188983053915166,0.9390083918520167,0.7522280128822396,112.0,1.534411246391888,1.267873027545908,0.532168028122006,0.7424364358211907,0.6134699115758402,114.0
esol,hybrid,,,,,,,,,,,,,,,,,,,1.013606916986565,0.7799270747167394,0.718530503093991,0.49044133933505646,0.37737358802260457,902.0,1.6979820811072954,1.3539131691996695,0.6317021754781434,0.8215814159013146,0.6551010820050058,112.0,1.0182365836479919,0.7816956999009264,0.793982674239534,0.49268143841099354,0.3782293506358799,114.0
esol,ens,,,,,,,,,,,,,,,,,,,1.0288902844643437,0.7954775191507458,0.7099784038625064,0.4978363117743093,0.3848977876582416,902.0,1.6830939049184437,1.3409744769310514,0.638132447994123,0.814377659743035,0.6488405983213202,112.0,1.019882468695567,0.777710248123395,0.7933161201442878,0.493477812284925,0.37630095978251155,114.0
lipophilicity,rf,,,,,,,,,,,,,,,,,,,0.96301476697363,0.747674418934098,0.33904947242293926,0.7952274832252662,0.6174061570305671,3360.0,0.9658866055709657,0.783982873726671,0.4008372047267085,0.7975989577429056,0.6473885437132076,420.0,0.9620032499747034,0.7591167342649832,0.42478201846912067,0.7943922041154516,0.6268548632549222,420.0
lipophilicity,gnn,,,,,,,,,,,,,,,,,,,0.7622275376502569,0.5710375174071197,0.5859313695618422,0.6294236674225406,0.4715449267947753,3360.0,0.6855098935488823,0.5179947172042785,0.6981994649964858,0.5660726357146558,0.4277438409182997,420.0,0.729752361947104,0.5311722199949052,0.6689981706791245,0.6026066827537856,0.43862541069143585,420.0
lipophilicity,trf,,,,,,,,,,,,,,,,,,,1.0305705028173326,0.8087979277753603,0.24306519383305702,0.8510128975665705,0.6678800394347664,3360.0,1.1194581621998725,0.908268748581437,0.19516234763751727,0.924413547364184,0.7500199330238891,420.0,1.0674543760037503,0.8630369887618696,0.2917639660541984,0.8814704467667875,0.7126689600619664,420.0
lipophilicity,hybrid,,,,,,,,,,,,,,,,,,,0.7283734596251952,0.5492624625383564,0.6218959881144852,0.6014680283315788,0.45356376734194953,3360.0,0.6839461821162781,0.5359777593406848,0.6995747644476293,0.5647813717074087,0.4425936748245953,420.0,0.694265609682075,0.5197664808028274,0.7004076762681632,0.5733028323255707,0.42920690789885285,420.0
lipophilicity,ens,,,,,,,,,,,,,,,,,,,0.7304868046295017,0.5504296075756886,0.6196986992382997,0.6032131625565116,0.4545275592197348,3360.0,0.6839461821162781,0.5359777593406848,0.6995747644476293,0.5647813717074087,0.4425936748245953,420.0,0.694265609682075,0.5197664808028274,0.7004076762681632,0.5733028323255707,0.42920690789885285,420.0
