dataset,oof_auc,valid_auc,test_auc,oof_rmse,valid_rmse,test_rmse
tox21,0.7874011365968908,0.8311644484294978,0.8051523171868545,,,
bbbp,0.9089402673608961,0.9244066047471621,0.9375984872360542,,,
clintox,0.9407452687443396,0.9453056409130817,0.9930555555555556,,,
esol,,,,1.2163756823979135,1.0039529221139887,0.873757545241863
lipophilicity,,,,0.7453939867924291,0.8150200437346774,0.9167875969776973
