dataset,model,oof_auc,oof_ap,oof_acc,oof_bal_acc,oof_f1,oof_n_tasks_scored,val_auc,val_ap,val_acc,val_bal_acc,val_f1,val_n_tasks_scored,test_auc,test_ap,test_acc,test_bal_acc,test_f1,test_n_tasks_scored,oof_rmse,oof_mae,oof_r2,oof_rmse_norm,oof_mae_norm,oof_n_scored,val_rmse,val_mae,val_r2,val_rmse_norm,val_mae_norm,val_n_scored,test_rmse,test_mae,test_r2,test_rmse_norm,test_mae_norm,test_n_scored
tox21,rf,0.7588335253527613,0.3085888500052332,0.7674865495961458,0.7008271998938739,0.30539047369724137,12.0,0.8205138390589677,0.4945880654277208,0.8484388665125385,0.7482275490170537,0.4391572556788879,12.0,0.8045594252157625,0.34363071426689706,0.8517224316600932,0.6824394092011463,0.3290011114778872,12.0,,,,,,,,,,,,,,,,,,
tox21,gnn,0.7883105816677096,0.3228073746307823,0.7979460016223955,0.7371914630621008,0.3351137538196207,12.0,0.8236184093809694,0.46759526546183694,0.795694095292644,0.7530391685385637,0.39490682202082333,12.0,0.7815801471794134,0.30482405105390536,0.7657061493395264,0.7129792955246672,0.295784379368976,12.0,,,,,,,,,,,,,,,,,,
tox21,trf,0.7476725129399585,0.2749234293285899,0.7657863568886093,0.6772160494976102,0.26822235308283987,12.0,0.76114496971201,0.3688360266894826,0.7590427055194198,0.693798846948308,0.3265464165625163,12.0,0.7545340851556946,0.2834411289817064,0.7564305154874416,0.6716201814149029,0.26100548260254414,12.0,,,,,,,,,,,,,,,,,,
tox21,hybrid,0.7874011365968908,0.3377832886898314,0.7612041608945268,0.7314892504063905,0.31147334906730395,12.0,0.8311644484294978,0.5057990268990574,0.8119656698141661,0.7639484389291001,0.410998156025868,12.0,0.8051523171868545,0.3409828212197452,0.7926198089405224,0.7218936292710175,0.32125804920554407,12.0,,,,,,,,,,,,,,,,,,
tox21,ens,0.7953210328271204,0.36152328979909143,0.7836514138317079,0.7391513219954594,0.3185021578905087,12.0,0.8314247228921717,0.5050837935946776,0.815155045889603,0.764864306777855,0.4079907901213016,12.0,0.7998580851584016,0.3435838912686657,0.7863317923333767,0.7256233421638146,0.31178173647190716,12.0,,,,,,,,,,,,,,,,,,
bbbp,rf,0.8879790904770759,0.9553071443016836,0.8749233599019006,0.808793570115085,0.9192399049881235,1.0,0.906217750257998,0.9657544753976932,0.8571428571428571,0.8199174406604748,0.9036544850498339,1.0,0.9029309801449732,0.9680954174420675,0.9024390243902439,0.8079892845887173,0.9411764705882353,1.0,,,,,,,,,,,,,,,,,,
bbbp,gnn,0.8423738093762267,0.9375880950654749,0.7878602084610669,0.7612522986012108,0.8535139712108383,1.0,0.8829979360165119,0.959476682767818,0.729064039408867,0.7669633642930856,0.7924528301886793,1.0,0.8812637882130475,0.9642823144493786,0.7804878048780488,0.8042861645130791,0.8504983388704319,1.0,,,,,,,,,,,,,,,,,,
bbbp,trf,0.8833591603132297,0.9593215210808572,0.7228694052728387,0.7932725882766173,0.7833173537871524,1.0,0.9068627450980393,0.9685210873807886,0.6995073891625616,0.799342105263158,0.7489711934156379,1.0,0.8967853766151906,0.9731804220442839,0.7219512195121951,0.7988496690828868,0.7985865724381626,1.0,,,,,,,,,,,,,,,,,,
bbbp,hybrid,0.9089402673608961,0.9660425386247347,0.812385039852851,0.8239633050269634,0.8667247386759582,1.0,0.9244066047471621,0.9746765307036234,0.812807881773399,0.8554566563467492,0.8602941176470589,1.0,0.9375984872360542,0.9841790226467938,0.824390243902439,0.8413961550583045,0.8831168831168831,1.0,,,,,,,,,,,,,,,,,,
bbbp,ens,0.9063844294303601,0.9648344553381298,0.7903126916002452,0.8208878282609144,0.846911369740376,1.0,0.923374613003096,0.9739279185619975,0.7783251231527094,0.8324303405572755,0.8301886792452831,1.0,0.9349196344153797,0.9831610708310274,0.8097560975609757,0.8527418846517492,0.8704318936877077,1.0,,,,,,,,,,,,,,,,,,
clintox,rf,0.8019235312721255,0.6535578391410374,0.8027871621621621,0.735473957015738,0.6167380886746693,2.0,0.7475643708976127,0.6508295553778465,0.8006756756756757,0.6299333166102261,0.5926773455377574,2.0,0.9496527777777778,0.6832292771372867,0.8310810810810811,0.8524305555555556,0.5725342768686422,2.0,,,,,,,,,,,,,,,,,,
clintox,gnn,0.8314827712424675,0.6024328601359024,0.7208614864864865,0.7802952304455206,0.5818501481830642,2.0,0.7794617380534303,0.613221993659374,0.7567567567567568,0.6377174003929931,0.5812222806885665,2.0,0.95703125,0.8162693894754702,0.8006756756756757,0.8975694444444444,0.5492786019101809,2.0,,,,,,,,,,,,,,,,,,
clintox,trf,0.9792242671745819,0.9379623489871447,0.9704391891891893,0.8829242671365685,0.8903273686814546,2.0,0.9481652269116603,0.9017210627169987,0.9189189189189189,0.8505385363100464,0.7868988391376451,2.0,1.0,0.9999999999999999,0.9695945945945945,0.984375,0.7804511278195488,2.0,,,,,,,,,,,,,,,,,,
clintox,hybrid,0.9407452687443396,0.9040167781472523,0.9636824324324325,0.8828057286464025,0.868568665377176,2.0,0.9453056409130817,0.9171963560227772,0.8513513513513513,0.8324671286425018,0.6970775726467423,2.0,0.9930555555555556,0.9463071531811259,0.8986486486486487,0.9479166666666666,0.6411192214111922,2.0,,,,,,,,,,,,,,,,,,
clintox,ens,0.9792242671745819,0.9379623489871447,0.9704391891891893,0.8829242671365685,0.8903273686814546,2.0,0.9481652269116603,0.9017210627169987,0.9189189189189189,0.8505385363100464,0.7868988391376451,2.0,1.0,0.9999999999999999,0.9695945945945945,0.984375,0.7804511278195488,2.0,,,,,,,,,,,,,,,,,,
esol,rf,,,,,,,,,,,,,,,,,,,1.8012837740936705,1.3852601267662783,0.22489074266290676,0.871564717923797,0.6702685434690149,902.0,1.5044906702745562,1.1568442839951583,0.4635096428638078,0.7279591397621947,0.5597478179524008,112.0,1.4788210950702785,1.1394132354661322,0.592045636550798,0.7155387225053985,0.5513136738642707,114.0
esol,gnn,,,,,,,,,,,,,,,,,,,1.1144010337404269,0.8354073037170882,0.7033245139741371,0.539211331715163,0.40421811459552986,902.0,1.0901829413587047,0.8811004670192241,0.7183033470834317,0.5274932253518563,0.4263270957328911,112.0,0.8385837592727325,0.6359774448321346,0.8688183156077213,0.40575506653512394,0.30772247564929883,114.0
esol,trf,,,,,,,,,,,,,,,,,,,1.5665906260248306,1.2399050189520793,0.4137137660475153,0.7580066709702084,0.5999373800161,902.0,1.207512632891721,0.9434956093720477,0.6544059246939475,0.5842640801032197,0.4565174552013299,112.0,1.5944166924535565,1.2559492193952755,0.5257755150654868,0.7714705227445265,0.6077004872148105,114.0
esol,hybrid,,,,,,,,,,,,,,,,,,,1.2163756823979135,0.8920897880476553,0.6465450172714782,0.5885525333463496,0.43164436146307184,902.0,1.0039529221139887,0.8125842530772136,0.7611035925735414,0.4857701812205121,0.39317500968380564,112.0,0.873757545241863,0.6485164082679559,0.8575828840671464,0.42277416773805465,0.3137895475272416,114.0
esol,ens,,,,,,,,,,,,,,,,,,,1.1197239762784603,0.8384644479011292,0.7004836012089901,0.5417868775444258,0.4056973368295483,902.0,1.0901829413587047,0.8811004670192241,0.7183033470834317,0.5274932253518563,0.4263270957328911,112.0,0.8385837592727325,0.6359774448321346,0.8688183156077213,0.40575506653512394,0.30772247564929883,114.0
